0.150111, 6751040
0.2756, 7292171
0.27906, 7907436
0.28252, 8462799
0.306335, 11301073
0.309795, 11680752
0.344517, 12174595
0.347277, 13111102
0.350038, 14047609
0.352798, 14984115
0.355558, 15556332
0.358318, 21857030
0.360776, 22098017
0.363234, 22512619
0.365691, 22718507
0.368149, 23133452
0.370606, 23563839
0.373064, 23722226
0.375522, 24151964
0.377979, 24281357
0.380437, 24709955
0.382894, 24813032
0.385352, 25240077
0.38781, 25567413
0.390267, 25634128
0.392725, 25902456
0.395182, 26078071
0.39764, 26122787
0.400098, 26252209
0.402555, 26382918
0.40747, 26541497
0.424674, 27195350
0.624365, 27254755
0.718901, 3268877
0.723707, 3268928
0.837076, 8582081
0.838278, 9430858
0.841883, 9469548
0.843084, 9470807
0.84548, 9515470
0.846682, 9516350
3.28723, 11895437
3.3413, 8659878
3.41257, 8564486
3.51579, 9411524
5.49162, 9410155
7.95666, 11762694
8.02599, 8563241
8.18082, 9410155
13.2742, 11762694
13.3303, 11871186
13.3323, 11971565
13.3343, 12084504
13.3363, 12199595
13.3382, 12316898
13.3402, 12436480
13.3422, 12515727
13.3442, 12633799
13.3462, 12754121
13.3482, 12876756
13.3502, 13001773
13.3521, 13059888
13.3541, 13183093
13.3561, 13308646
13.3581, 13436614
13.3601, 13567066
13.3621, 13604049
13.3641, 13732389
13.366, 13863172
13.368, 13996472
13.37, 14132360
13.372, 14148210
13.374, 14281683
13.376, 14417699
13.378, 14556330
13.3897, 14606346
13.3916, 14631754
13.399, 14772476
13.4008, 14818218
13.4027, 14869183
13.4062, 14952327
13.408, 15013870
13.4097, 15114477
13.4115, 15187238
13.4149, 15239170
13.4166, 15355740
13.4183, 15439172
13.42, 15575650
13.4217, 15671228
13.4266, 15932376
13.4282, 15985584
13.4299, 16156967
13.4315, 16276528
13.4331, 16397871
13.4347, 16447042
13.4363, 16561047
13.4379, 16671357
13.4395, 16777224
13.4411, 16878451
13.4427, 16976674
13.4443, 17010923
13.4459, 17102413
13.4475, 17190968
13.4491, 17274636
13.4554, 17285574
13.457, 17613275
13.4585, 17649847
13.4601, 17720737
13.4616, 17824612
13.4632, 17892425
13.4647, 17956221
13.4708, 18169599
13.4723, 18199411
13.4738, 18289571
13.4753, 18346665
13.4768, 18403458
13.4827, 18629582
13.4841, 18691490
13.4855, 18734961
13.4884, 18833539
13.4898, 18903907
13.4912, 19017226
13.4926, 19095716
13.4939, 19175925
13.4967, 19223838
13.4981, 19346959
13.4994, 19432661
13.5008, 19521775
13.5021, 19660761
13.5035, 19748659
13.5048, 19835448
13.5062, 19875269
13.5075, 19958819
13.5102, 20095471
13.5142, 20114763
13.5155, 20461323
13.5168, 20553673
13.5181, 20647785
13.5194, 20740654
13.5207, 20829642
13.5245, 21043963
13.5258, 21087637
13.5271, 21174378
13.5284, 21263473
13.5309, 21478252
13.5322, 21559182
13.5334, 21588718
13.5347, 21665132
13.536, 21741738
13.5422, 21805155
13.5434, 22136230
13.5446, 22205761
13.5459, 22272147
13.5471, 22335477
13.5532, 22627886
13.5545, 22648961
13.5557, 22702527
13.5569, 22756347
13.5606, 22808072
13.5618, 22876688
13.5631, 22998050
13.5643, 23010331
13.5655, 23049397
13.5667, 23085223
13.568, 23118975
13.5692, 23151799
13.5704, 23183692
13.5717, 23215673
13.5729, 23247741
13.5741, 23254124
13.5753, 23285549
13.5766, 23310380
13.5778, 23334342
13.579, 23356963
13.5803, 23377365
13.5815, 23396059
13.5827, 23413919
13.584, 23416441
13.5852, 23433924
13.5864, 23451434
13.5876, 23468970
13.5889, 23483192
13.5901, 23493187
13.5913, 23501658
13.5926, 17109590
13.5938, 17115177
13.595, 17120766
13.5962, 17124339
13.5975, 17126483
13.7314, 18820311
18.177, 23525389
18.2377, 17126483
18.3041, 17109651
18.3053, 17112904
18.3115, 17120048
18.3299, 17126483
18.3766, 18820311
23.9119, 23525389
23.9727, 17126483
24.0391, 17109651
24.0403, 17112904
24.0464, 17120048
24.0648, 17126483
24.1115, 18820311
